clean,label
loginnya susah verif nomer tetepppp aja suruh verif email ribet sulit aneh,0
kenceng abis shoppee josjis,0
aplikasi busukkk,0
terlalu banyak endorse iklan sampe nonton youtube pun tenang karna iklan shopee layar sangat sekali ganggu,0
shope jaga percayan nasabah kirim cakep cepat suka shope,1
shopee adalah platform belanja percaya baik tampil mudah pakai barang lengkap harga saing kirim aman program loyalitas sangat untung guna setia sangat rekomendasi tahan kualitas,1
ada aplikasi shopee sangat bantu butuh pinansial terimakasih shopee moga selalu jaya,1
mantap semua lengkap,0
rana mudah mau beli barang gak perlu keluar jauh,1
makin marak seller tipu tolong admin aplikasi oren teliti lagi kait seller,0
makin kesini makin busuk ide tim entah mana fitur pesan terima riwayat transaksi shopeepay malah prioritas halaman utama,1
belanja makin pusing udah kaya buka app medsos video platform tolong balikin marketplace,1
trkadang trganggu dngan bbrpa kurir amanah suka lebih kan harga knpa kya dulu sih harga trtera barang biar pmbodohan trhadap pmbeli kurir pun tdak bsa brbohong soal harga,1
oke nice,1
banyak iklan aplikasi lain anjg nge ganggu,0
payah shopee telat sekali aja langsung blokir bulan bulan gak liat histrori belum pernah telat aplikasi belah krdtv aja dipake kok kali kali aju hasil yasudahlah,0
ngasih promo besar jangan penguna baru aja biar kita sering belanja,1
shoppe mantap banget,1
shopie barang kualita kurang bagus shopping kasih bintang aja,0
iklan bikin ganggu,1
sangat puas belanja shopee tolong baik rima terimakasih,1
kenapa beberapa hari akhir shopee gambar barang cari hanya terang barang harga saja tolong dong pihak shopee padahal update aplikasi tetap sama muncul gambar barang,0
kenapa ngga bayar padahal masih waktu,0
produk sangat bagus,1
apk shoppe dua sangat bantu beli jual good job,1
pesan paket alamat lengkap tetapi saat paket kirim alamat sesuai isi paket kirim beda kota kota,1
aplikasi bagus tapi unistal krena dia banyak makan simpan dulu rusak krena buka shopee shopee bikin leg parah sampe harus ganti lcd sumpah trauma smaa shopee,0
aplikasi sangat bagus,0
baik sekali,0
layan cepat tepat,1
paket lama gak gerak layan shopee buruk,0
mantap pokok dah,0
apk sagat mantap kecewa,0
sangat puas belanja shopee kirim cepat kulir kulir ramah ramah,1
barang kecewa,0
mantaf poko,0
bagus banget apk shopee cuman agak sedikit error sih,0
sebenernya beberapa paket bagus pas nyampek tapi beberapa pesan tdk sesuai dgn beli kadang sampai antar balik paket jual tanpa konfirmasi beli buruk pas bayar barang liat estimasi waktu tiba cmn pas dah barang kirim ehh estimasi waktu tiba barang tdk sesuai malah makin lama tuju beli barang buat pindah rumah malah barang tiba pas dah pindah dasar estimasi kan lucu walau murah tetep rugi,1
banyak mudah belanja cari bagai macam produk sangat muas,1
minimal mau buka shopee gausa paksa buat buka deh lgi app lain tiba shopee pdhl pnct samsek app maksa bngt pngn pnct udahlah gausa maksa waktu kita buka shopee nanti buat belanja jdinya nyebelin bgt lama minat sama shopee dislike lah msih untung ksi rat,0
kali install aplikasi lama bosan tiap buka aplikasi musik video atau apa pun pasti selalu tampil bagai raja iklan,0
gila mahal ongkir sub total ukur khusus pada harga barang,1
apa sih maksa banget iklan apk lain tuh maksa banget harus download ganggu,0
tolong pihak shopee tingkat lagi expedisi kirim paket beli byk paket tunda lama tiba kembali toko atau hilang tanpa kabar konfirmasi pihak jual beli klo bgni siapa rugi minta bantu chat live shopee syg jawab bantu sama sekali tolong tingkat lagi expedisi kirim byk kecewa expedisi utama expedisi kosambi expedisi kosambi nakal mengapa bgtu,0
shopee sangat bantu belanja online hari hari pilih produk lengkap mulai butuh rumah tangga sampai fashion harga sering murah banyak promo diskon gratis ongkir tampil aplikasi mudah guna metode bayar agam kirim cukup cepat lacak jelas overall alam belanja shopee muas banget,1
aplikasi shopee baru notifikasi masuk kok hapus belum baru hapus,0
bagus aplikasi,0
puas layan,1
beli barang cod nge stuck dihub udh lewat hari hari estimasi sampe anter kurir trus balik lagi hub trus anter kurir lagi balik hub lagi begitu trus padahal obat pdhal tinggal rumah komplen mana shopee gaada satu pun manusia semua jawab robot makanya kasih bintang satu aja,0
udah berapa kali kali sama kirim lewat estimasi tanggal tentu trus kurir spx profesional,0
oke,1
bagus guna ada aplikasi jadi bantu mudah guna belanja trimakasih shopee,1
leg banget,1
knpa sakang voucher guna baru yaah padahal dlu bantu bgt buat guna baru,1
lancar jaya sangat bantu segala butuh,1
baik poko tiap masalah pasti pecah beuhh gokill ramah ramah sekali,0
dapat voucher super deal alhamdulillah shopee terimakasih,1
aplikasi bagus,0
sampah banget spx express memang antar baik usah ekspedisi antar pesan batal terus terus minta pada isi formulir agar pesan dahulu namun bukti nyata bahwa pesan dahulu pesan batal terus kami pesan barang utu pakai bukan senang senang saja mikir barang lambat datang pakai dong,0
yeyyy aplikasi memang sangat bantu sya dlm berekpresi,0
dulu aplikasi paling banyak minat skr harga selalu lbh mahal aplikasi ped krn biaya admin terlalu besar skr kembali alih hijau krn shopee harga mahal bangkrut shopee pakai alih marketplace lain kasih potong klo pikir sama aja krn biaya dia lbh besar marketplace pun,0
aplikasi shopee baik,0
shopee sekarang sangat gercep banyak gratis ongkir lagi mudah dalam cari produk kita ingin beli,1
hbis update malah lot banget cari barang bikin emosi pdhl buka aplikasi lain lancar,0
paket sampai tuju sesuai layan antar baik,1
tolong benerin sistem kirim instant supaya cepat lagi dapat kurir,0
iklan saran jangan maksa buka aplikasi lain selalu iklan lalu masuk halaman shoppe rangin iklan,0
guna shopee jual belanja online kadang masih ribet syarat verifikasi affiliate foto sering gagal unggah,1
gua tagih spaylater kek tagih rentenirrrr kocakkkk layan buruk hina mampu bayar sangat bijak,0
sya lihat sen sya,1
belanja shopee memang mantap tdk repot tinggal duduk santai ngopi sambil main barang antar rumah,1
apk sih gak masalah masalah pas buka wattpad malah dikit dikit shopee gak teken tetep shopee teken malah shopee,0
cuma belum guna shope pinjam pernah acc,1
shopee memang toko online baik the best top markotop,1
bagus layan pihak shopee garcep pokok thanks you much atas layan pihak shopee,0
tdk buka fitur top,1
baguss amaann sekala barang percaya aman baik,1
belanja online shopee mntap ongkir murmer murah riah terus cek dllu barang lagi poko mntap,0
paket kosong ambil orang gudang,0
kurir sangat profesional tanggung jawab pesan masalah lalai kurir layan lambat komunikasi kurang baik mohon baik lagi kualitas layan agar langgan rugi,0
belanja shopi praktis ekonomis cepat proses dapat percaya,1
maaf min lot resah kalo udah baik ganti bintang yaaa,0
moga selalu muas makin tingkat lagi,1
tolong cek gudang spx pontianak pakai express hemat lagi dapat diskon murah paket pasti hilang paket selalu hilang gudang spx pontianak,1
cukup bantu penuh butuh kita,0
tiap hari iklan doang main iklan nonton iklan rangin deh iklan banyak cape tiap hari gin terus muak mana doang lagi,0
aplikasi sangat bagus layan antar sangat bagus bravo shopee indonesia,0
aplikasi sangat bantu,0
aplikasi shopee sangat bagus sangat bantu bagi tinggal desa ngga harus kota kalo mau caribarang tentu tinggal cari shopee inshaallah semua,0
sangat disiplin,1
neng belanja shopee banyak gratis ongkir,1
sungguh kecewa atas layan kurir barang cancel kurir sendiri dgn alas beli tunda sementara barang sampai alamat buruk sekali layan kurir,0
aplikasi jelek banget nyesel belanja sini,0
cara mudah belanja rumah,1
sangat puas layan,1
puas baik dalam layan rekomendasi banget kirim sen lewat shopee,1
good luck,1
lama belanja sini gak pernah gagal sangat bantu sekali,0
kirim tolong nomor kurir kasih tau info kirim aplikasi lain udh pada cuman doang belum,0
aplikasi sampah,0
wowww tarik sekali shopee,0
belanja aman nyaman kembali barang mudah shopee pokok paling the best,1
puas blanja sini mksh shope puas blanja shofee amoga shofee allu amanah,1
shopee harga murah riah banget sukaaaa dehhhh,1
spaylater bener gak bijaksana bgt tagih kasar tekan padahal niat bayar tiap hari bayar walaupun telat bayar denda padahal guna shopelater lama pernah telat hanya saja bulan telat karna kendala uang ingin cepat lunas kok gak niat bayar tiap hari slalu pasu uang masuk bayar tapi tagih begitu sopan,0
tolong fitur jelas seperti main game lain lain gak guna tolong hapus saja app sering lag,0
barang amanah bagus moga shopee depan makin sukses,1
shopee makin mantap,1
iklan mana mana bikin,1
kirim sesuai video gambar kasih bintang aja,1
barang sesuai tepat waktu,1
sini ngalami seperti apa tranfer hasil uang masuk shopie tanggung jawab mengenbalikan uang alias hilang selesai cuma suruh nunggu sampai lumut,0
toko online percaya kualitas,1
belanja shopii puas mudah sukses trus shopi tingkat lagi layan diskon diskon,1
smoga selalu amanah biar kerjasama dropship yee,1
lumayan pakai butuh,1
barang sesuai harap jasa kirim barang tepat waktu mantab,1
sering vlokir akun karna akun double,1
naik naik,1
aplikasi mudah mesan suatu barang mataplah,0
sangat bagus belanja aplikasi shope kurang iklan,0
maaf down grade bintang tangan masalah kirim hampir bulan belum kelar kita seller kecil modal belum balik barang entah mana ngga jelas sampe kapan barang kirim balik suruh nunggu terus sama chat boot,0
sesuai dgn ingin,1
tolong tipu kedok asuransi tiada item asuransi tiba klaim item proses berbulanbulan,0
makin baik shopee sekarang sampai responnya bagus,1
jelek gaada notifikasi langgan,0
asli selalu gratis ongkir harga barang jangkau semua makasih shopee,1
good seller,1
kirim cepat mksh kurir paking rapi aman toko amanah,1
apk sellernya sih bagus hanya saja makin sini kirim pihak expedisi makin aneh aja pertama kenapa barang harus lalu tanjung priok dlu kan lama estimasi kirim dua parah lagi pihak expedisi enak selalu batal kirim tanpa hubung nomor mes tera paket tunggu lama,0
customer service shopee scam sebal alami kendala tapi bilang alas terima sedang kalian batas kalimat jelas gimana sih shopee buruk kecewa rugi gara gara customer service shopee,0
sumpah udh gedek bgt pake shoppe food udh kali sen driver selalu lamaaaa dgn alesan double order lah alesan pertama respon makan kita sampe sering double order sampe jam jam nungguin makan ampe adem gaenak makan buat makan kecewa,1
alam blanja shopee emang senang banget barang sesuai harap shopee the best,1
sini rasa kecewa sama shopee pas kembali barang malah pic sama pihak spx sampai tunggu nungu sampai sekarang blm pickup lelet pas mau aju kembali barang,0
shopee sekarang gila aju kembali tolak trus padahal kirim bukti foto sama video unboxing paket jelas vidio produk rusak malah bilang bukti kurang valid males belanja dishopee asli,1
bagus banget,1
tolong segera tindak tegas sya alami lambat kirim instan karena kurir datang ambil paket apa shopee instan,0
maju dalam kirim tepat waktu belum,1
makin lengkap barang moga makin aman guna aplikasi,1
alhamdulillah manfaat moga terus sukses,1
shopee istimewa,0
mantap puas pesan sesuai,1
shopee pasti,1
tampil skrg kacau susah meriksa notifikasi banyak bug gak jls pindah belah aja lah klw gin,0
layan kurir buruk brp kali sya sen sini selalu kaya gin mulu sen dicilandak tapi barang kirim,1
puas layan,1
spxnya kacau kembali barang pesan tanpa pemberitahuan kepada beli,0
ngebantu banget banget banget,1
jos pengirimanya puas,1
cukup puas,1
lama belanja shopee selalu puas pintar pilih tokoh rajin cek nilai beli semua butuh dishopee mana perlu keluar rumah barang tiba depan rumah aman makasih shopee,1
terimakasih,1
apa spx banyak barang pesan sya akun hari masih gudang sunter walaupun status telah sortir estimasi tiba ubah mundur terus kita bagai customer beli lalu shopee dasar hitung estimasi tiba sesuai tanggal butuh barang,1
shopee lot dalam kirim paket harus hari hari gak andal,0
sangat bagus sekali,0
benih padi unggul kami pesan,1
mudah percaya kecewa,0
bosen bgt liat dmn dmn pasti iklan shopee mulu mana udh masuk apk susah keluar lagi,0
kirim tepat waktu,1
kirim barang sesuai wkt tentu smoga bungkus kirim berups barang elektronik jaga,1
kembali dana cepat saat barang kirim toko sesuai,1
barang sesuai cepat harga jangkau,1
sering belanja app,1
masalah shopee cod mohon supaya kembali lagi cod shopee,0
sering ngelek,1
shopee keren,1
layan baik mudah beli produk shopee,1
kirim spx hanya ambil jam sampai,0
beberapa kurir kalian foto pada lokasi tiba jadwal kirim ulang kurir sering ngantar paket tempat umum mereka komunikasi foto sesuai lokasi,1
tombol kembali suka macet atas macet hanya bawah saja bagaimana cara atas,0
shoope mantap cuma toko nakal,0
suka banget,1
tolong pihak shopee seleksi lapak nakal tipu oleh lapak nusantarastore udah tahun belanja shopee baru kali kena tipu harap shopee tindak lanjut,0
kadang gak ngotak sen shopee food biaya layan ribu,1
apk ribet ngemis rating sampah amat kaya sampe ngemis rating beli kali gugat lindung komsumen tiba blokir gegara ngasih rating aneh sih,0
iklan ngeselin sumpah,0
barang pesan sampai tepat waktu kondisi baik plus kurir ramah,1
mudah ekonomis shopee the best thanx,1
cepat kirim kualitas bagus,1
sangat sedih sangat kecewa hape padahal pke aneh aneh akun malah blokir shopee seperti bunuh rejekiku padahal guna setia sangat gantung pda shopee utk butuh hari jahat shopee adil tau mesti gimana sangat sakit,0
ora,0
mengapa laku transaksi tanpa tahu milik akun,1
pesan tumblr teman punya apk shopee dia mau non cod mesan kirim tempat kerja tentu bukan jam hebat kurir lempar tumblr dgn jarak lumayan jauh pintu masuk tentu hal tsb pakai tenaga kan tumblr jdnya hancur ngotak aja kan dus pasti tulis fraigle oke fine bsa kurir tanya teman bilang lempar aja ngotak dong wah emosi trs skrg rusak gmn mau gantiin kurir heran,0
tolong jual tampil informasi sesuai barang harga tampil murah kan telah cekout harga sesuai display,1
sangat bantu sya belanja rumah aja tetap,1
kurir spx lama kerja,0
buka paksa aplikasi aplikasi lain sangat ganggu privasi ijin iklan dll mati tapi tetap saja paksa masuk shopee kali kali kita butuh kita buka tapi klo tiap pakai tuh aplikasi dialihin terus shopee nama ganggu,0
shopeexpress kurir gak bener semuaaaa paket retur enak padahal belum dateng rumah,1
good,1
lebih promo voucher jelas gak bingung kaya ttshp kirim spx cepat retur dll gampang pihak beli sekali,0
lama shopee slalu hati pilih blnja online paling aman mudah percaya tapi baru baru banyak ngeluh masuk kenapa sistem cod gak lagi padahal kita langgan setia gak pernah cancel atau return tpi ttep aja gitu bikin kita gak smngat lagi blnja,0
